station_name,taken_vmag_space,free_vmag_space,total_vmag_space,year,day&month,hour&min
042 Marie Caizergues,1,7,8,2022,01-16,19:15
043 Sabines,3,5,8,2022,01-16,19:15
044 Celleneuve,4,4,8,2022,01-16,19:15
045 Jardin de la Lironde,5,3,8,2022,01-16,19:15
046 P�re Soulas,1,7,8,2022,01-16,19:15
047 Place Viala,1,7,8,2022,01-16,19:15
048 H�tel du D�partement,2,6,8,2022,01-16,19:15
049 Tonnelles,3,5,8,2022,01-16,19:15
050 Parvis Jules Ferry - Gare Saint-Roch,1,7,8,2022,01-16,19:15
051 Pont de Lattes - Gare Saint-Roch,0,12,12,2022,01-16,19:15
053 Deux Ponts - Gare Saint-Roch,2,6,8,2022,01-16,19:15
054 Providence - Ovalie,1,7,8,2022,01-16,19:15
055 P�rols Etang de l'Or,24,44,68,2022,01-16,19:15
056 Albert 1er - Cath�drale,4,8,12,2022,01-16,19:15
057 Saint-Guilhem - Courreau,2,6,8,2022,01-16,19:15
059 Sud De France,2,6,8,2022,01-16,19:15
001 Rue Jules Ferry - Gare Saint-Roch,9,3,12,2022,01-16,19:25
002 Com�die,2,22,24,2022,01-16,19:25
003 Esplanade,5,27,32,2022,01-16,19:25
004 H�tel de Ville,13,3,16,2022,01-16,19:25
005 Corum,9,3,12,2022,01-16,19:25
006 Place Albert 1er - St Charles,12,19,31,2022,01-16,19:25
007 Foch,3,5,8,2022,01-16,19:25
008 Halles Castellane,0,12,12,2022,01-16,19:25
009 Observatoire,4,4,8,2022,01-16,19:25
010 Rondelet,3,13,16,2022,01-16,19:25
011 Plan Cabanes,3,9,12,2022,01-16,19:25
012 Boutonnet,3,9,12,2022,01-16,19:25
013 Emile Combes,4,4,8,2022,01-16,19:25
014 Beaux-Arts,7,1,8,2022,01-16,19:25
015 Les Aubes,5,3,8,2022,01-16,19:25
016 Antigone centre,13,3,16,2022,01-16,19:25
017 M�diath�que Emile Zola,7,9,16,2022,01-16,19:25
018 Nombre d'Or,14,2,16,2022,01-16,19:25
019 Louis Blanc,9,7,16,2022,01-16,19:25
020 Gambetta,1,7,8,2022,01-16,19:25
021 Port Marianne,16,0,16,2022,01-16,19:25
022 Clemenceau,3,9,12,2022,01-16,19:25
023 Les Arceaux,2,14,16,2022,01-16,19:25
024 Cit� Mion,3,5,8,2022,01-16,19:25
025 Nouveau Saint-Roch,6,2,8,2022,01-16,19:25
026 Renouvier,1,7,8,2022,01-16,19:25
027 Odysseum,2,6,8,2022,01-16,19:25
028 Saint-Denis,7,1,8,2022,01-16,19:25
029 Richter,7,9,16,2022,01-16,19:25
030 Charles Flahault,7,1,8,2022,01-16,19:25
031 Voltaire,0,8,8,2022,01-16,19:25
032 Pr�s d'Ar�nes,5,3,8,2022,01-16,19:25
033 Garcia Lorca,8,0,8,2022,01-16,19:25
034 Vert Bois,0,16,16,2022,01-16,19:25
035 Malbosc,1,7,8,2022,01-16,19:25
036 Occitanie,4,28,32,2022,01-16,19:25
037 FacdesSciences,10,14,24,2022,01-16,19:25
038 Fac de Lettres,6,10,16,2022,01-16,19:25
039 Aiguelongue,5,3,8,2022,01-16,19:25
040 Jeu de Mail des Abb�s,5,3,8,2022,01-16,19:25
041 Eurom�decine,1,7,8,2022,01-16,19:25
042 Marie Caizergues,1,7,8,2022,01-16,19:25
043 Sabines,3,5,8,2022,01-16,19:25
044 Celleneuve,4,4,8,2022,01-16,19:25
045 Jardin de la Lironde,5,3,8,2022,01-16,19:25
046 P�re Soulas,1,7,8,2022,01-16,19:25
047 Place Viala,1,7,8,2022,01-16,19:25
048 H�tel du D�partement,2,6,8,2022,01-16,19:25
049 Tonnelles,3,5,8,2022,01-16,19:25
050 Parvis Jules Ferry - Gare Saint-Roch,1,7,8,2022,01-16,19:25
051 Pont de Lattes - Gare Saint-Roch,0,12,12,2022,01-16,19:25
053 Deux Ponts - Gare Saint-Roch,2,6,8,2022,01-16,19:25
054 Providence - Ovalie,1,7,8,2022,01-16,19:25
055 P�rols Etang de l'Or,28,40,68,2022,01-16,19:25
056 Albert 1er - Cath�drale,4,8,12,2022,01-16,19:25
057 Saint-Guilhem - Courreau,2,6,8,2022,01-16,19:25
059 Sud De France,2,6,8,2022,01-16,19:25
001 Rue Jules Ferry - Gare Saint-Roch,8,4,12,2022,01-16,19:35
002 Com�die,2,22,24,2022,01-16,19:35
003 Esplanade,5,27,32,2022,01-16,19:35
004 H�tel de Ville,13,3,16,2022,01-16,19:35
005 Corum,9,3,12,2022,01-16,19:35
006 Place Albert 1er - St Charles,12,19,31,2022,01-16,19:35
007 Foch,3,5,8,2022,01-16,19:35
008 Halles Castellane,0,12,12,2022,01-16,19:35
009 Observatoire,4,4,8,2022,01-16,19:35
010 Rondelet,3,13,16,2022,01-16,19:35
011 Plan Cabanes,4,8,12,2022,01-16,19:35
012 Boutonnet,3,9,12,2022,01-16,19:35
013 Emile Combes,4,4,8,2022,01-16,19:35
014 Beaux-Arts,7,1,8,2022,01-16,19:35
015 Les Aubes,5,3,8,2022,01-16,19:35
016 Antigone centre,13,3,16,2022,01-16,19:35
017 M�diath�que Emile Zola,7,9,16,2022,01-16,19:35
018 Nombre d'Or,15,1,16,2022,01-16,19:35
019 Louis Blanc,10,6,16,2022,01-16,19:35
020 Gambetta,1,7,8,2022,01-16,19:35
021 Port Marianne,16,0,16,2022,01-16,19:35
022 Clemenceau,3,9,12,2022,01-16,19:35
023 Les Arceaux,1,15,16,2022,01-16,19:35
024 Cit� Mion,3,5,8,2022,01-16,19:35
025 Nouveau Saint-Roch,6,2,8,2022,01-16,19:35
026 Renouvier,2,6,8,2022,01-16,19:35
027 Odysseum,2,6,8,2022,01-16,19:35
028 Saint-Denis,8,0,8,2022,01-16,19:35
029 Richter,7,9,16,2022,01-16,19:35
030 Charles Flahault,6,2,8,2022,01-16,19:35
031 Voltaire,0,8,8,2022,01-16,19:35
032 Pr�s d'Ar�nes,5,3,8,2022,01-16,19:35
033 Garcia Lorca,8,0,8,2022,01-16,19:35
034 Vert Bois,0,16,16,2022,01-16,19:35
035 Malbosc,1,7,8,2022,01-16,19:35
036 Occitanie,4,28,32,2022,01-16,19:35
037 FacdesSciences,10,14,24,2022,01-16,19:35
038 Fac de Lettres,6,10,16,2022,01-16,19:35
039 Aiguelongue,4,4,8,2022,01-16,19:35
040 Jeu de Mail des Abb�s,5,3,8,2022,01-16,19:35
041 Eurom�decine,1,7,8,2022,01-16,19:35
042 Marie Caizergues,1,7,8,2022,01-16,19:35
043 Sabines,3,5,8,2022,01-16,19:35
044 Celleneuve,4,4,8,2022,01-16,19:35
045 Jardin de la Lironde,5,3,8,2022,01-16,19:35
046 P�re Soulas,1,7,8,2022,01-16,19:35
047 Place Viala,0,8,8,2022,01-16,19:35
048 H�tel du D�partement,2,6,8,2022,01-16,19:35
049 Tonnelles,3,5,8,2022,01-16,19:35
050 Parvis Jules Ferry - Gare Saint-Roch,2,6,8,2022,01-16,19:35
051 Pont de Lattes - Gare Saint-Roch,0,12,12,2022,01-16,19:35
053 Deux Ponts - Gare Saint-Roch,2,6,8,2022,01-16,19:35
054 Providence - Ovalie,1,7,8,2022,01-16,19:35
055 P�rols Etang de l'Or,28,40,68,2022,01-16,19:35
056 Albert 1er - Cath�drale,5,7,12,2022,01-16,19:35
057 Saint-Guilhem - Courreau,2,6,8,2022,01-16,19:35
059 Sud De France,2,6,8,2022,01-16,19:35
001 Rue Jules Ferry - Gare Saint-Roch,9,3,12,2022,01-16,19:45
002 Com�die,2,22,24,2022,01-16,19:45
003 Esplanade,5,27,32,2022,01-16,19:45
004 H�tel de Ville,13,3,16,2022,01-16,19:45
005 Corum,9,3,12,2022,01-16,19:45
006 Place Albert 1er - St Charles,12,19,31,2022,01-16,19:45
007 Foch,3,5,8,2022,01-16,19:45
008 Halles Castellane,0,12,12,2022,01-16,19:45
009 Observatoire,4,4,8,2022,01-16,19:45
010 Rondelet,3,13,16,2022,01-16,19:45
011 Plan Cabanes,4,8,12,2022,01-16,19:45
012 Boutonnet,3,9,12,2022,01-16,19:45
013 Emile Combes,4,4,8,2022,01-16,19:45
014 Beaux-Arts,7,1,8,2022,01-16,19:45
015 Les Aubes,5,3,8,2022,01-16,19:45
016 Antigone centre,14,2,16,2022,01-16,19:45
017 M�diath�que Emile Zola,7,9,16,2022,01-16,19:45
018 Nombre d'Or,15,1,16,2022,01-16,19:45
019 Louis Blanc,10,6,16,2022,01-16,19:45
020 Gambetta,1,7,8,2022,01-16,19:45
021 Port Marianne,15,1,16,2022,01-16,19:45
022 Clemenceau,3,9,12,2022,01-16,19:45
023 Les Arceaux,1,15,16,2022,01-16,19:45
024 Cit� Mion,3,5,8,2022,01-16,19:45
025 Nouveau Saint-Roch,6,2,8,2022,01-16,19:45
026 Renouvier,2,6,8,2022,01-16,19:45
027 Odysseum,2,6,8,2022,01-16,19:45
028 Saint-Denis,8,0,8,2022,01-16,19:45
029 Richter,7,9,16,2022,01-16,19:45
030 Charles Flahault,6,2,8,2022,01-16,19:45
031 Voltaire,0,8,8,2022,01-16,19:45
032 Pr�s d'Ar�nes,5,3,8,2022,01-16,19:45
033 Garcia Lorca,8,0,8,2022,01-16,19:45
034 Vert Bois,0,16,16,2022,01-16,19:45
035 Malbosc,1,7,8,2022,01-16,19:45
036 Occitanie,3,29,32,2022,01-16,19:45
037 FacdesSciences,10,14,24,2022,01-16,19:45
038 Fac de Lettres,6,10,16,2022,01-16,19:45
039 Aiguelongue,4,4,8,2022,01-16,19:45
040 Jeu de Mail des Abb�s,5,3,8,2022,01-16,19:45
041 Eurom�decine,1,7,8,2022,01-16,19:45
042 Marie Caizergues,1,7,8,2022,01-16,19:45
043 Sabines,3,5,8,2022,01-16,19:45
044 Celleneuve,4,4,8,2022,01-16,19:45
045 Jardin de la Lironde,5,3,8,2022,01-16,19:45
046 P�re Soulas,1,7,8,2022,01-16,19:45
047 Place Viala,0,8,8,2022,01-16,19:45
048 H�tel du D�partement,2,6,8,2022,01-16,19:45
049 Tonnelles,3,5,8,2022,01-16,19:45
050 Parvis Jules Ferry - Gare Saint-Roch,2,6,8,2022,01-16,19:45
051 Pont de Lattes - Gare Saint-Roch,0,12,12,2022,01-16,19:45
053 Deux Ponts - Gare Saint-Roch,2,6,8,2022,01-16,19:45
054 Providence - Ovalie,1,7,8,2022,01-16,19:45
055 P�rols Etang de l'Or,28,40,68,2022,01-16,19:45
056 Albert 1er - Cath�drale,7,5,12,2022,01-16,19:45
057 Saint-Guilhem - Courreau,3,5,8,2022,01-16,19:45
059 Sud De France,1,7,8,2022,01-16,19:45
001 Rue Jules Ferry - Gare Saint-Roch,9,3,12,2022,01-16,19:56
002 Com�die,2,22,24,2022,01-16,19:56
003 Esplanade,4,28,32,2022,01-16,19:56
004 H�tel de Ville,13,3,16,2022,01-16,19:56
005 Corum,8,4,12,2022,01-16,19:56
006 Place Albert 1er - St Charles,14,17,31,2022,01-16,19:56
007 Foch,3,5,8,2022,01-16,19:56
008 Halles Castellane,0,12,12,2022,01-16,19:56
009 Observatoire,5,3,8,2022,01-16,19:56
010 Rondelet,3,13,16,2022,01-16,19:56
011 Plan Cabanes,4,8,12,2022,01-16,19:56
012 Boutonnet,3,9,12,2022,01-16,19:56
013 Emile Combes,4,4,8,2022,01-16,19:56
014 Beaux-Arts,7,1,8,2022,01-16,19:56
015 Les Aubes,5,3,8,2022,01-16,19:56
016 Antigone centre,14,2,16,2022,01-16,19:56
017 M�diath�que Emile Zola,7,9,16,2022,01-16,19:56
018 Nombre d'Or,15,1,16,2022,01-16,19:56
019 Louis Blanc,10,6,16,2022,01-16,19:56
020 Gambetta,1,7,8,2022,01-16,19:56
021 Port Marianne,15,1,16,2022,01-16,19:56
022 Clemenceau,3,9,12,2022,01-16,19:56
023 Les Arceaux,1,15,16,2022,01-16,19:56
024 Cit� Mion,3,5,8,2022,01-16,19:56
025 Nouveau Saint-Roch,6,2,8,2022,01-16,19:56
026 Renouvier,2,6,8,2022,01-16,19:56
027 Odysseum,2,6,8,2022,01-16,19:56
028 Saint-Denis,8,0,8,2022,01-16,19:56
029 Richter,7,9,16,2022,01-16,19:56
030 Charles Flahault,6,2,8,2022,01-16,19:56
031 Voltaire,1,7,8,2022,01-16,19:56
032 Pr�s d'Ar�nes,5,3,8,2022,01-16,19:56
033 Garcia Lorca,8,0,8,2022,01-16,19:56
034 Vert Bois,0,16,16,2022,01-16,19:56
035 Malbosc,1,7,8,2022,01-16,19:56
036 Occitanie,3,29,32,2022,01-16,19:56
037 FacdesSciences,10,14,24,2022,01-16,19:56
038 Fac de Lettres,6,10,16,2022,01-16,19:56
039 Aiguelongue,4,4,8,2022,01-16,19:56
040 Jeu de Mail des Abb�s,5,3,8,2022,01-16,19:56
041 Eurom�decine,1,7,8,2022,01-16,19:56
042 Marie Caizergues,1,7,8,2022,01-16,19:56
043 Sabines,3,5,8,2022,01-16,19:56
044 Celleneuve,4,4,8,2022,01-16,19:56
045 Jardin de la Lironde,5,3,8,2022,01-16,19:56
046 P�re Soulas,1,7,8,2022,01-16,19:56
047 Place Viala,0,8,8,2022,01-16,19:56
048 H�tel du D�partement,2,6,8,2022,01-16,19:56
049 Tonnelles,3,5,8,2022,01-16,19:56
050 Parvis Jules Ferry - Gare Saint-Roch,2,6,8,2022,01-16,19:56
051 Pont de Lattes - Gare Saint-Roch,0,12,12,2022,01-16,19:56
053 Deux Ponts - Gare Saint-Roch,2,6,8,2022,01-16,19:56
054 Providence - Ovalie,1,7,8,2022,01-16,19:56
055 P�rols Etang de l'Or,28,40,68,2022,01-16,19:56
056 Albert 1er - Cath�drale,7,5,12,2022,01-16,19:56
057 Saint-Guilhem - Courreau,3,5,8,2022,01-16,19:56
059 Sud De France,1,7,8,2022,01-16,19:56
001 Rue Jules Ferry - Gare Saint-Roch,9,3,12,2022,01-16,20:06
002 Com�die,4,20,24,2022,01-16,20:06
003 Esplanade,4,28,32,2022,01-16,20:06
004 H�tel de Ville,13,3,16,2022,01-16,20:06
005 Corum,9,3,12,2022,01-16,20:06
006 Place Albert 1er - St Charles,15,16,31,2022,01-16,20:06
007 Foch,3,5,8,2022,01-16,20:06
008 Halles Castellane,0,12,12,2022,01-16,20:06
009 Observatoire,5,3,8,2022,01-16,20:06
010 Rondelet,3,13,16,2022,01-16,20:06
011 Plan Cabanes,3,9,12,2022,01-16,20:06
012 Boutonnet,2,10,12,2022,01-16,20:06
013 Emile Combes,5,3,8,2022,01-16,20:06
014 Beaux-Arts,7,1,8,2022,01-16,20:06
015 Les Aubes,5,3,8,2022,01-16,20:06
016 Antigone centre,14,2,16,2022,01-16,20:06
017 M�diath�que Emile Zola,7,9,16,2022,01-16,20:06
018 Nombre d'Or,15,1,16,2022,01-16,20:06
019 Louis Blanc,10,6,16,2022,01-16,20:06
020 Gambetta,1,7,8,2022,01-16,20:06
021 Port Marianne,16,0,16,2022,01-16,20:06
022 Clemenceau,5,7,12,2022,01-16,20:06
023 Les Arceaux,1,15,16,2022,01-16,20:06
024 Cit� Mion,3,5,8,2022,01-16,20:06
025 Nouveau Saint-Roch,3,5,8,2022,01-16,20:06
026 Renouvier,1,7,8,2022,01-16,20:06
027 Odysseum,2,6,8,2022,01-16,20:06
028 Saint-Denis,8,0,8,2022,01-16,20:06
029 Richter,7,9,16,2022,01-16,20:06
030 Charles Flahault,6,2,8,2022,01-16,20:06
031 Voltaire,1,7,8,2022,01-16,20:06
032 Pr�s d'Ar�nes,5,3,8,2022,01-16,20:06
033 Garcia Lorca,8,0,8,2022,01-16,20:06
034 Vert Bois,0,16,16,2022,01-16,20:06
035 Malbosc,1,7,8,2022,01-16,20:06
036 Occitanie,3,29,32,2022,01-16,20:06
037 FacdesSciences,9,15,24,2022,01-16,20:06
038 Fac de Lettres,6,10,16,2022,01-16,20:06
039 Aiguelongue,5,3,8,2022,01-16,20:06
040 Jeu de Mail des Abb�s,5,3,8,2022,01-16,20:06
041 Eurom�decine,1,7,8,2022,01-16,20:06
042 Marie Caizergues,1,7,8,2022,01-16,20:06
043 Sabines,3,5,8,2022,01-16,20:06
044 Celleneuve,3,5,8,2022,01-16,20:06
045 Jardin de la Lironde,5,3,8,2022,01-16,20:06
046 P�re Soulas,1,7,8,2022,01-16,20:06
047 Place Viala,0,8,8,2022,01-16,20:06
048 H�tel du D�partement,2,6,8,2022,01-16,20:06
049 Tonnelles,3,5,8,2022,01-16,20:06
050 Parvis Jules Ferry - Gare Saint-Roch,2,6,8,2022,01-16,20:06
051 Pont de Lattes - Gare Saint-Roch,0,12,12,2022,01-16,20:06
053 Deux Ponts - Gare Saint-Roch,2,6,8,2022,01-16,20:06
054 Providence - Ovalie,1,7,8,2022,01-16,20:06
055 P�rols Etang de l'Or,30,38,68,2022,01-16,20:06
056 Albert 1er - Cath�drale,7,5,12,2022,01-16,20:06
057 Saint-Guilhem - Courreau,3,5,8,2022,01-16,20:06
059 Sud De France,1,7,8,2022,01-16,20:06
001 Rue Jules Ferry - Gare Saint-Roch,8,4,12,2022,01-16,20:16
002 Com�die,3,21,24,2022,01-16,20:16
003 Esplanade,4,28,32,2022,01-16,20:16
004 H�tel de Ville,13,3,16,2022,01-16,20:16
005 Corum,9,3,12,2022,01-16,20:16
006 Place Albert 1er - St Charles,15,16,31,2022,01-16,20:16
007 Foch,3,5,8,2022,01-16,20:16
008 Halles Castellane,0,12,12,2022,01-16,20:16
009 Observatoire,5,3,8,2022,01-16,20:16
010 Rondelet,3,13,16,2022,01-16,20:16
011 Plan Cabanes,3,9,12,2022,01-16,20:16
012 Boutonnet,2,10,12,2022,01-16,20:16
013 Emile Combes,5,3,8,2022,01-16,20:16
014 Beaux-Arts,7,1,8,2022,01-16,20:16
015 Les Aubes,5,3,8,2022,01-16,20:16
016 Antigone centre,14,2,16,2022,01-16,20:16
017 M�diath�que Emile Zola,7,9,16,2022,01-16,20:16
018 Nombre d'Or,15,1,16,2022,01-16,20:16
019 Louis Blanc,10,6,16,2022,01-16,20:16
020 Gambetta,1,7,8,2022,01-16,20:16
021 Port Marianne,16,0,16,2022,01-16,20:16
022 Clemenceau,5,7,12,2022,01-16,20:16
023 Les Arceaux,1,15,16,2022,01-16,20:16
024 Cit� Mion,3,5,8,2022,01-16,20:16
025 Nouveau Saint-Roch,3,5,8,2022,01-16,20:16
026 Renouvier,1,7,8,2022,01-16,20:16
027 Odysseum,2,6,8,2022,01-16,20:16
028 Saint-Denis,8,0,8,2022,01-16,20:16
029 Richter,7,9,16,2022,01-16,20:16
030 Charles Flahault,6,2,8,2022,01-16,20:16
031 Voltaire,1,7,8,2022,01-16,20:16
032 Pr�s d'Ar�nes,5,3,8,2022,01-16,20:16
033 Garcia Lorca,8,0,8,2022,01-16,20:16
034 Vert Bois,0,16,16,2022,01-16,20:16
035 Malbosc,1,7,8,2022,01-16,20:16
036 Occitanie,4,28,32,2022,01-16,20:16
037 FacdesSciences,9,15,24,2022,01-16,20:16
038 Fac de Lettres,6,10,16,2022,01-16,20:16
039 Aiguelongue,5,3,8,2022,01-16,20:16
040 Jeu de Mail des Abb�s,5,3,8,2022,01-16,20:16
041 Eurom�decine,1,7,8,2022,01-16,20:16
042 Marie Caizergues,1,7,8,2022,01-16,20:16
043 Sabines,3,5,8,2022,01-16,20:16
044 Celleneuve,3,5,8,2022,01-16,20:16
045 Jardin de la Lironde,5,3,8,2022,01-16,20:16
046 P�re Soulas,1,7,8,2022,01-16,20:16
047 Place Viala,0,8,8,2022,01-16,20:16
048 H�tel du D�partement,2,6,8,2022,01-16,20:16
049 Tonnelles,3,5,8,2022,01-16,20:16
050 Parvis Jules Ferry - Gare Saint-Roch,3,5,8,2022,01-16,20:16
051 Pont de Lattes - Gare Saint-Roch,0,12,12,2022,01-16,20:16
053 Deux Ponts - Gare Saint-Roch,2,6,8,2022,01-16,20:16
054 Providence - Ovalie,1,7,8,2022,01-16,20:16
055 P�rols Etang de l'Or,30,38,68,2022,01-16,20:16
056 Albert 1er - Cath�drale,7,5,12,2022,01-16,20:16
057 Saint-Guilhem - Courreau,3,5,8,2022,01-16,20:16
059 Sud De France,1,7,8,2022,01-16,20:16
001 Rue Jules Ferry - Gare Saint-Roch,8,4,12,2022,01-16,20:26
002 Com�die,3,21,24,2022,01-16,20:26
003 Esplanade,2,30,32,2022,01-16,20:26
004 H�tel de Ville,13,3,16,2022,01-16,20:26
005 Corum,9,3,12,2022,01-16,20:26
006 Place Albert 1er - St Charles,15,16,31,2022,01-16,20:26
007 Foch,3,5,8,2022,01-16,20:26
008 Halles Castellane,1,11,12,2022,01-16,20:26
009 Observatoire,5,3,8,2022,01-16,20:26
010 Rondelet,3,13,16,2022,01-16,20:26
011 Plan Cabanes,3,9,12,2022,01-16,20:26
012 Boutonnet,2,10,12,2022,01-16,20:26
013 Emile Combes,5,3,8,2022,01-16,20:26
014 Beaux-Arts,7,1,8,2022,01-16,20:26
015 Les Aubes,5,3,8,2022,01-16,20:26
016 Antigone centre,14,2,16,2022,01-16,20:26
017 M�diath�que Emile Zola,7,9,16,2022,01-16,20:26
018 Nombre d'Or,15,1,16,2022,01-16,20:26
019 Louis Blanc,10,6,16,2022,01-16,20:26
020 Gambetta,1,7,8,2022,01-16,20:26
021 Port Marianne,16,0,16,2022,01-16,20:26
022 Clemenceau,5,7,12,2022,01-16,20:26
023 Les Arceaux,1,15,16,2022,01-16,20:26
024 Cit� Mion,3,5,8,2022,01-16,20:26
025 Nouveau Saint-Roch,3,5,8,2022,01-16,20:26
026 Renouvier,1,7,8,2022,01-16,20:26
027 Odysseum,2,6,8,2022,01-16,20:26
028 Saint-Denis,8,0,8,2022,01-16,20:26
029 Richter,7,9,16,2022,01-16,20:26
030 Charles Flahault,6,2,8,2022,01-16,20:26
031 Voltaire,1,7,8,2022,01-16,20:26
032 Pr�s d'Ar�nes,5,3,8,2022,01-16,20:26
033 Garcia Lorca,8,0,8,2022,01-16,20:26
034 Vert Bois,0,16,16,2022,01-16,20:26
035 Malbosc,1,7,8,2022,01-16,20:26
036 Occitanie,4,28,32,2022,01-16,20:26
037 FacdesSciences,9,15,24,2022,01-16,20:26
038 Fac de Lettres,6,10,16,2022,01-16,20:26
039 Aiguelongue,5,3,8,2022,01-16,20:26
040 Jeu de Mail des Abb�s,5,3,8,2022,01-16,20:26
041 Eurom�decine,1,7,8,2022,01-16,20:26
042 Marie Caizergues,1,7,8,2022,01-16,20:26
043 Sabines,4,4,8,2022,01-16,20:26
044 Celleneuve,3,5,8,2022,01-16,20:26
045 Jardin de la Lironde,5,3,8,2022,01-16,20:26
046 P�re Soulas,1,7,8,2022,01-16,20:26
047 Place Viala,0,8,8,2022,01-16,20:26
048 H�tel du D�partement,2,6,8,2022,01-16,20:26
049 Tonnelles,3,5,8,2022,01-16,20:26
050 Parvis Jules Ferry - Gare Saint-Roch,3,5,8,2022,01-16,20:26
051 Pont de Lattes - Gare Saint-Roch,0,12,12,2022,01-16,20:26
053 Deux Ponts - Gare Saint-Roch,2,6,8,2022,01-16,20:26
054 Providence - Ovalie,1,7,8,2022,01-16,20:26
055 P�rols Etang de l'Or,30,38,68,2022,01-16,20:26
056 Albert 1er - Cath�drale,7,5,12,2022,01-16,20:26
057 Saint-Guilhem - Courreau,3,5,8,2022,01-16,20:26
059 Sud De France,1,7,8,2022,01-16,20:26
001 Rue Jules Ferry - Gare Saint-Roch,7,5,12,2022,01-16,20:36
002 Com�die,3,21,24,2022,01-16,20:36
003 Esplanade,2,30,32,2022,01-16,20:36
004 H�tel de Ville,13,3,16,2022,01-16,20:36
005 Corum,9,3,12,2022,01-16,20:36
006 Place Albert 1er - St Charles,15,16,31,2022,01-16,20:36
007 Foch,3,5,8,2022,01-16,20:36
008 Halles Castellane,1,11,12,2022,01-16,20:36
009 Observatoire,5,3,8,2022,01-16,20:36
010 Rondelet,3,13,16,2022,01-16,20:36
011 Plan Cabanes,3,9,12,2022,01-16,20:36
012 Boutonnet,2,10,12,2022,01-16,20:36
013 Emile Combes,5,3,8,2022,01-16,20:36
014 Beaux-Arts,7,1,8,2022,01-16,20:36
015 Les Aubes,5,3,8,2022,01-16,20:36
016 Antigone centre,14,2,16,2022,01-16,20:36
017 M�diath�que Emile Zola,7,9,16,2022,01-16,20:36
018 Nombre d'Or,15,1,16,2022,01-16,20:36
019 Louis Blanc,10,6,16,2022,01-16,20:36
020 Gambetta,1,7,8,2022,01-16,20:36
021 Port Marianne,16,0,16,2022,01-16,20:36
022 Clemenceau,5,7,12,2022,01-16,20:36
023 Les Arceaux,1,15,16,2022,01-16,20:36
024 Cit� Mion,3,5,8,2022,01-16,20:36
025 Nouveau Saint-Roch,3,5,8,2022,01-16,20:36
026 Renouvier,1,7,8,2022,01-16,20:36
027 Odysseum,2,6,8,2022,01-16,20:36
028 Saint-Denis,8,0,8,2022,01-16,20:36
029 Richter,7,9,16,2022,01-16,20:36
030 Charles Flahault,6,2,8,2022,01-16,20:36
031 Voltaire,1,7,8,2022,01-16,20:36
032 Pr�s d'Ar�nes,5,3,8,2022,01-16,20:36
033 Garcia Lorca,8,0,8,2022,01-16,20:36
034 Vert Bois,0,16,16,2022,01-16,20:36
035 Malbosc,0,8,8,2022,01-16,20:36
036 Occitanie,4,28,32,2022,01-16,20:36
037 FacdesSciences,7,17,24,2022,01-16,20:36
038 Fac de Lettres,6,10,16,2022,01-16,20:36
039 Aiguelongue,5,3,8,2022,01-16,20:36
040 Jeu de Mail des Abb�s,5,3,8,2022,01-16,20:36
041 Eurom�decine,1,7,8,2022,01-16,20:36
042 Marie Caizergues,1,7,8,2022,01-16,20:36
043 Sabines,4,4,8,2022,01-16,20:36
044 Celleneuve,3,5,8,2022,01-16,20:36
045 Jardin de la Lironde,5,3,8,2022,01-16,20:36
046 P�re Soulas,2,6,8,2022,01-16,20:36
047 Place Viala,1,7,8,2022,01-16,20:36
048 H�tel du D�partement,2,6,8,2022,01-16,20:36
049 Tonnelles,3,5,8,2022,01-16,20:36
050 Parvis Jules Ferry - Gare Saint-Roch,2,6,8,2022,01-16,20:36
051 Pont de Lattes - Gare Saint-Roch,0,12,12,2022,01-16,20:36
053 Deux Ponts - Gare Saint-Roch,2,6,8,2022,01-16,20:36
054 Providence - Ovalie,1,7,8,2022,01-16,20:36
055 P�rols Etang de l'Or,30,38,68,2022,01-16,20:36
056 Albert 1er - Cath�drale,7,5,12,2022,01-16,20:36
057 Saint-Guilhem - Courreau,3,5,8,2022,01-16,20:36
059 Sud De France,1,7,8,2022,01-16,20:36
001 Rue Jules Ferry - Gare Saint-Roch,7,5,12,2022,01-16,20:46
002 Com�die,4,20,24,2022,01-16,20:46
003 Esplanade,2,30,32,2022,01-16,20:46
004 H�tel de Ville,13,3,16,2022,01-16,20:46
005 Corum,9,3,12,2022,01-16,20:46
006 Place Albert 1er - St Charles,15,16,31,2022,01-16,20:46
007 Foch,3,5,8,2022,01-16,20:46
008 Halles Castellane,1,11,12,2022,01-16,20:46
009 Observatoire,1,7,8,2022,01-16,20:46
010 Rondelet,3,13,16,2022,01-16,20:46
011 Plan Cabanes,3,9,12,2022,01-16,20:46
012 Boutonnet,2,10,12,2022,01-16,20:46
013 Emile Combes,5,3,8,2022,01-16,20:46
014 Beaux-Arts,7,1,8,2022,01-16,20:46
015 Les Aubes,5,3,8,2022,01-16,20:46
016 Antigone centre,14,2,16,2022,01-16,20:46
017 M�diath�que Emile Zola,7,9,16,2022,01-16,20:46
018 Nombre d'Or,15,1,16,2022,01-16,20:46
019 Louis Blanc,10,6,16,2022,01-16,20:46
020 Gambetta,1,7,8,2022,01-16,20:46
021 Port Marianne,16,0,16,2022,01-16,20:46
022 Clemenceau,4,8,12,2022,01-16,20:46
023 Les Arceaux,1,15,16,2022,01-16,20:46
